CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade existente por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"312200 DIVINO";37;37;37;37;37;37;37;37;37;37;37;37
"312210 DIVINO DAS LARANJEIRAS";21;21;21;21;21;21;21;21;21;21;21;21
"312230 DIVINOPOLIS";656;650;650;650;650;650;650;653;653;653;653;653
"312235 DIVISA ALEGRE";1;1;1;1;1;1;1;1;1;1;1;1
"312240 DIVISA NOVA";7;7;7;7;7;7;7;7;7;7;7;7
"312245 DIVISOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"312260 DOM JOAQUIM";19;19;19;19;19;19;19;19;19;19;19;19
"312270 DOM SILVERIO";7;27;27;27;29;29;29;29;29;40;40;40
"312320 DORES DO INDAIA";40;40;40;40;40;40;40;40;40;40;40;40
"312360 ELOI MENDES";40;40;40;40;40;40;40;40;40;40;40;40
"312380 ENGENHEIRO NAVARRO";-;-;-;-;-;1;1;1;1;1;1;1
"312390 ENTRE RIOS DE MINAS";64;64;52;52;52;52;52;52;52;47;47;47
"312400 ERVALIA";16;16;16;16;22;22;24;24;24;24;24;24
"312410 ESMERALDAS";57;57;57;57;57;57;57;57;57;57;57;57
"312420 ESPERA FELIZ";45;45;45;45;45;45;45;45;45;45;45;45
"312430 ESPINOSA";40;40;40;40;40;40;40;40;40;40;40;40
"312450 ESTIVA";25;25;25;25;25;25;25;25;25;25;25;25
"312470 ESTRELA DO INDAIA";21;21;21;21;21;21;21;21;21;21;21;21
"312480 ESTRELA DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"312490 EUGENOPOLIS";27;27;27;27;27;27;27;27;22;22;22;22
"312510 EXTREMA";71;71;71;71;71;71;71;71;71;71;71;71
"312550 SAO GONCALO DO RIO PRETO";8;8;8;8;8;8;8;8;6;6;6;6
"312560 FELISBURGO";45;45;45;45;45;45;45;45;45;45;45;45
"312590 FERROS";25;25;25;25;25;25;25;25;25;25;25;25
"312595 FERVEDOURO";19;19;19;19;19;19;19;19;19;19;19;19
"312610 FORMIGA";99;99;99;99;99;99;99;99;99;99;99;99
"312620 FORMOSO";10;10;10;10;10;10;10;10;10;10;10;10
"312650 FRANCISCO BADARO";11;11;11;11;11;11;11;11;11;11;11;11
"312670 FRANCISCO SA";50;50;50;50;50;50;50;50;50;50;50;50
"312690 FREI INOCENCIO";16;16;16;16;16;16;16;16;16;16;16;16
"312710 FRUTAL";85;85;85;85;80;80;80;80;80;80;80;80
"312760 GOUVEIA";28;28;28;28;28;28;28;28;28;28;28;28
"312770 GOVERNADOR VALADARES";554;554;554;570;570;570;570;556;556;556;556;556
"312780 GRAO MOGOL";50;50;50;50;50;50;50;50;50;50;50;50
"312800 GUANHAES";90;90;90;90;90;90;61;61;61;61;61;61
"312810 GUAPE";29;29;29;29;29;29;29;29;29;29;29;29
"312820 GUARACIABA";23;23;23;23;23;23;23;23;23;23;23;23
"312830 GUARANESIA";34;37;37;37;37;37;37;37;37;37;37;37
"312860 GUARDA-MOR";16;16;16;18;18;18;18;18;18;18;18;18
"312870 GUAXUPE";119;119;119;119;119;119;119;119;119;119;119;119
"312910 GURINHATA";12;12;12;12;12;12;12;12;12;12;12;12
"312940 IBERTIOGA";23;23;23;23;23;23;23;23;23;23;23;23
"312950 IBIA";29;29;29;29;29;29;29;29;37;37;37;37
"312960 IBIAI";-;-;-;-;-;1;1;1;1;1;1;1
"312970 IBIRACI";12;12;12;12;12;12;12;12;12;12;12;12
"312980 IBIRITE";92;92;92;92;92;92;92;92;92;92;92;92
"313010 IGARAPE";37;37;37;37;37;37;37;37;37;37;37;37
"313030 IGUATAMA";30;30;30;30;30;30;30;30;30;30;30;30
"313050 ILICINEA";40;40;40;40;40;40;40;40;45;45;45;45
"313090 INHAPIM";48;48;48;41;41;41;41;41;41;41;41;41
"313120 IPANEMA";90;90;96;96;98;98;98;98;98;98;98;98
"313130 IPATINGA";617;617;617;617;617;612;612;612;602;602;602;602
"313170 ITABIRA";238;252;252;252;252;252;252;252;252;252;252;252
"313180 ITABIRINHA";21;21;21;21;21;21;21;21;21;21;21;21
"313190 ITABIRITO";75;75;75;75;75;75;75;75;75;75;75;75
"313210 ITACARAMBI";38;38;38;38;38;38;38;48;48;48;48;48
"313220 ITAGUARA";45;45;45;45;45;45;45;45;45;45;45;45
"313230 ITAIPE";28;-;-;28;28;28;28;28;28;28;28;28
"313240 ITAJUBA";188;188;188;188;188;188;188;188;188;188;188;188
"313250 ITAMARANDIBA";97;97;97;97;97;97;97;97;97;97;97;97
"313270 ITAMBACURI";83;83;83;83;83;83;83;83;83;83;83;83
"313290 ITAMOGI";18;18;18;18;18;18;18;18;15;15;15;15
"313300 ITAMONTE";47;47;47;47;47;47;47;47;47;47;47;47
"313310 ITANHANDU";56;56;56;56;56;56;56;56;56;56;56;56
"313320 ITANHOMI";20;20;20;20;20;20;20;20;20;20;20;20
"313330 ITAOBIM";64;65;65;65;65;65;65;68;68;68;68;68
"313350 ITAPECERICA";45;45;45;45;45;45;45;45;45;45;45;45
"313375 ITAU DE MINAS";40;40;40;40;40;40;40;40;40;40;40;40
"313380 ITAUNA";116;116;133;133;133;133;133;133;133;133;133;133
"313400 ITINGA";-;-;-;1;1;1;1;1;1;1;1;1
"313420 ITUIUTABA";225;225;225;225;225;225;225;225;225;225;225;225
"313440 ITURAMA";71;71;71;71;71;71;71;71;71;71;71;71
"313460 JABOTICATUBAS";32;32;32;32;32;32;32;32;32;32;32;32
"313470 JACINTO";49;49;49;51;51;48;48;48;48;48;48;50
"313480 JACUI";12;12;12;12;12;1;1;1;1;1;1;1
"313490 JACUTINGA";37;37;37;37;37;37;37;37;37;37;37;37
"313505 JAIBA";27;27;27;27;27;27;27;27;27;27;27;27
"313510 JANAUBA";163;163;163;163;163;163;163;163;163;163;163;163
"313520 JANUARIA";66;66;66;66;68;68;68;68;68;68;68;68
"313535 JAPONVAR";-;-;-;-;1;1;1;1;1;1;1;1
"313540 JECEABA";27;27;27;27;27;27;27;27;27;27;27;27
"313580 JEQUITINHONHA";56;56;56;56;56;56;56;56;56;56;56;56
"313600 JOAIMA";33;33;33;33;33;33;33;33;33;33;33;33
"313620 JOAO MONLEVADE";135;135;135;135;135;135;135;148;131;131;131;131
"313630 JOAO PINHEIRO";65;65;65;65;65;65;65;65;65;65;65;65
"313650 JORDANIA";27;27;27;27;27;27;27;27;27;27;27;27
"313665 JUATUBA";14;14;14;14;14;14;14;14;14;14;14;14
"313670 JUIZ DE FORA";2501;2461;2461;2444;2444;2444;2444;2444;2444;2444;2444;2444
"313690 JURUAIA";14;14;14;14;14;14;14;14;14;14;14;14
"313695 JUVENILIA";-;-;-;-;1;1;1;1;1;1;1;1
"313700 LADAINHA";21;21;21;21;21;21;21;21;21;21;21;21
"313710 LAGAMAR";9;9;9;9;9;9;9;9;9;9;9;9
"313720 LAGOA DA PRATA";64;64;64;64;67;67;67;64;64;64;64;64
"313750 LAGOA FORMOSA";18;22;22;22;22;22;22;22;22;22;22;22
"313760 LAGOA SANTA";75;75;75;75;75;75;75;63;75;64;64;64
"313770 LAJINHA";52;52;52;52;52;52;52;52;52;52;52;52
"313780 LAMBARI";50;50;50;50;50;50;50;50;50;50;50;50
"313790 LAMIM";8;8;8;8;8;8;8;8;8;8;8;8
"313800 LARANJAL";23;23;23;23;23;23;23;23;23;23;23;23
"313820 LAVRAS";207;207;207;207;207;207;177;177;177;177;177;177
"313840 LEOPOLDINA";100;85;85;85;85;85;85;85;85;85;85;85
"313860 LIMA DUARTE";36;36;36;36;36;36;36;36;36;36;36;36
"313865 LONTRA";-;-;-;-;6;6;6;6;6;6;6;6
"313880 LUZ";40;40;40;40;40;40;40;40;40;40;40;40
"313890 MACHACALIS";46;46;46;46;46;46;46;46;46;46;46;46
"313900 MACHADO";58;58;58;58;58;60;60;60;60;56;56;56
"313920 MALACACHETA";43;43;43;43;43;43;43;43;43;43;43;43
"313930 MANGA";43;43;43;43;43;43;43;43;43;43;43;43
"313940 MANHUACU";186;187;187;187;219;219;219;219;219;219;219;219
"313950 MANHUMIRIM";108;108;108;108;108;108;108;108;108;108;108;108
"313960 MANTENA";85;85;85;85;85;85;85;85;85;85;85;85
"313980 MAR DE ESPANHA";38;38;38;38;38;38;38;38;38;38;38;41
"313990 MARIA DA FE";30;30;30;30;30;30;30;30;30;30;30;30
"314000 MARIANA";67;67;67;67;67;67;67;67;67;67;67;67
"314050 MARTINHO CAMPOS";18;18;18;18;18;18;18;18;18;18;18;18
"314070 MATEUS LEME";67;67;67;67;67;67;67;67;67;67;67;67
"314080 MATIAS BARBOSA";30;30;30;-;-;-;-;-;-;-;-;-
"314090 MATIPO";50;50;50;47;47;47;47;47;47;47;47;47
"314100 MATO VERDE";4;4;4;4;4;4;4;4;4;4;4;4
"314110 MATOZINHOS";49;49;49;49;49;49;49;49;49;49;49;49
"314120 MATUTINA";10;10;10;10;10;10;10;10;10;10;10;10
"314140 MEDINA";53;53;53;53;53;50;50;50;50;50;50;50
"314150 MENDES PIMENTEL";21;21;24;24;24;24;24;24;24;24;24;24
"314160 MERCES";20;20;20;20;20;20;20;20;20;20;20;20
"314180 MINAS NOVAS";76;76;76;76;76;76;76;76;76;76;76;76
"314190 MINDURI";20;20;20;20;20;20;20;20;20;20;20;20
"314200 MIRABELA";30;30;30;30;30;30;30;30;30;30;30;30
"314220 MIRAI";40;40;40;40;40;40;40;40;40;40;40;40
"314225 MIRAVANIA";-;-;-;-;2;2;2;2;2;2;2;2
"314240 MOEMA";13;13;13;13;13;13;13;13;13;13;13;13
"314260 MONSENHOR PAULO";44;44;44;44;44;44;44;44;44;44;44;44
"314270 MONTALVANIA";34;34;34;34;34;34;34;34;34;34;34;34
"314280 MONTE ALEGRE DE MINAS";22;22;22;22;22;22;22;22;22;22;22;22
"314290 MONTE AZUL";42;42;42;42;42;42;42;42;42;42;42;42
"314300 MONTE BELO";18;18;18;18;18;18;18;18;18;18;18;18
"314310 MONTE CARMELO";118;118;118;118;118;118;118;118;118;118;118;118
"314320 MONTE SANTO DE MINAS";50;50;50;50;50;50;50;50;50;50;50;50
"314330 MONTES CLAROS";1001;1016;1016;1029;1036;1036;1036;1046;1046;1046;1045;1059
"314350 MORADA NOVA DE MINAS";20;20;20;20;20;20;20;20;20;20;20;20
"314390 MURIAE";494;488;488;488;488;488;488;488;489;489;499;499
"314400 MUTUM";50;50;50;50;46;46;46;46;46;46;46;46
"314410 MUZAMBINHO";50;50;50;50;50;50;50;50;50;50;50;50
"314430 NANUQUE";75;75;75;75;75;75;75;75;75;75;75;75
"314450 NAZARENO";15;15;15;15;15;15;15;15;15;15;15;15
"314460 NEPOMUCENO";40;40;40;40;40;40;40;40;40;40;40;40
"314470 NOVA ERA";43;43;43;43;43;43;43;43;43;43;43;43
"314480 NOVA LIMA";303;303;303;413;413;413;413;413;413;413;413;413
"314500 NOVA PONTE";28;28;28;28;28;28;28;28;28;28;28;28
"314505 NOVA PORTEIRINHA";-;-;-;-;-;1;1;1;1;1;1;1
"314510 NOVA RESENDE";18;18;18;18;18;18;18;18;18;18;18;18
"314520 NOVA SERRANA";76;69;69;69;69;69;69;69;69;69;69;65
"314530 NOVO CRUZEIRO";36;36;36;36;36;36;36;36;36;36;36;36
"314560 OLIVEIRA";109;109;109;118;118;118;135;135;135;135;135;135
"314590 OURO BRANCO";96;96;96;84;84;84;84;84;84;84;84;84
"314600 OURO FINO";50;50;50;50;50;50;50;50;50;50;50;50
"314610 OURO PRETO";118;118;118;118;118;118;118;118;118;118;118;118
"314630 PADRE PARAISO";40;40;40;40;40;40;40;40;40;40;40;40
"314650 PAINS";18;18;18;18;18;18;18;18;18;18;18;18
"314670 PALMA";27;27;27;27;27;27;27;27;27;27;27;27
"314700 PARACATU";253;253;266;301;301;301;301;318;318;318;318;318
"314710 PARA DE MINAS";106;106;116;123;123;123;123;123;123;123;123;123
"314720 PARAGUACU";33;33;33;33;33;33;33;33;33;33;33;33
"314730 PARAISOPOLIS";50;50;50;50;50;50;50;50;50;50;50;50
"314740 PARAOPEBA";-;-;-;-;-;-;-;-;-;-;14;14
"314750 PASSABEM";14;14;14;14;14;14;14;14;14;14;14;14
"314760 PASSA QUATRO";49;49;49;49;49;49;49;49;49;49;49;49
"314770 PASSA TEMPO";19;19;19;19;19;19;19;19;19;19;19;19
"314790 PASSOS";318;318;318;318;318;318;318;318;318;318;318;318
"314800 PATOS DE MINAS";381;381;381;381;378;437;450;450;475;475;465;476
"314810 PATROCINIO";186;186;186;186;186;186;205;205;205;205;205;205
"314860 PECANHA";52;52;52;52;52;52;52;52;52;52;52;52
"314870 PEDRA AZUL";69;69;69;69;69;69;69;69;69;69;69;69
"314910 PEDRALVA";14;14;14;14;14;14;14;14;14;14;14;14
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;1;1;1;1;1;1;1;1
"314920 PEDRINOPOLIS";8;8;8;8;8;8;8;8;8;8;8;8
"314930 PEDRO LEOPOLDO";77;77;77;77;77;77;77;77;77;77;77;77
"314980 PERDIZES";25;25;25;25;25;25;25;25;25;25;25;25
"314990 PERDOES";52;52;50;50;50;50;50;50;50;50;50;50
"315030 PIEDADE DO RIO GRANDE";14;14;14;14;14;14;14;14;14;14;14;14
"315050 PIMENTA";12;12;12;12;12;12;12;12;12;12;12;12
"315080 PIRANGA";25;25;25;25;25;25;25;25;25;25;25;22
"315110 PIRAPETINGA";32;32;32;32;32;32;32;32;32;32;41;41
"315120 PIRAPORA";153;153;153;153;163;163;163;163;163;153;153;153
"315140 PITANGUI";50;50;50;50;50;50;50;50;50;50;50;50
"315150 PIUMHI";76;76;76;76;76;76;76;80;76;76;76;76
"315160 PLANURA";6;6;6;6;6;6;6;6;6;6;6;6
"315170 POCO FUNDO";64;64;64;64;64;64;64;64;64;64;64;64
"315180 POCOS DE CALDAS";550;553;553;553;553;553;553;559;525;525;525;525
"315190 POCRANE";18;18;18;18;18;18;18;18;18;18;18;18
"315200 POMPEU";32;32;32;32;32;32;32;32;32;39;39;39
"315210 PONTE NOVA";252;252;252;252;252;252;252;256;256;259;259;259
"315220 PORTEIRINHA";48;48;48;48;48;48;48;48;48;48;48;48
"315240 POTE";33;33;33;33;33;33;33;33;33;33;33;33
"315250 POUSO ALEGRE";375;375;377;378;378;382;382;388;388;388;388;388
"315260 POUSO ALTO";27;27;27;27;27;27;27;27;27;27;27;27
"315270 PRADOS";33;33;33;33;33;33;33;33;33;33;33;33
"315280 PRATA";28;28;28;28;28;28;28;28;28;28;28;28
"315290 PRATAPOLIS";17;17;17;17;17;17;17;17;17;17;17;17
"315300 PRATINHA";2;2;2;2;2;2;2;2;2;2;2;2
"315310 PRESIDENTE BERNARDES";18;18;18;18;18;18;8;8;8;8;8;8
"315340 PRESIDENTE OLEGARIO";18;18;18;18;18;18;18;18;18;18;18;18
"315400 RAUL SOARES";49;49;49;49;49;49;49;49;49;49;49;49
"315410 RECREIO";34;34;34;34;34;34;34;34;34;34;34;41
"315420 RESENDE COSTA";49;49;49;49;49;49;49;49;49;49;49;49
"315430 RESPLENDOR";65;65;65;65;65;65;65;65;65;65;65;65
"315450 RIACHO DOS MACHADOS";-;-;-;-;-;1;1;1;1;1;1;1
"315460 RIBEIRAO DAS NEVES";101;101;101;101;101;101;101;101;101;101;101;101
"315470 RIBEIRAO VERMELHO";12;12;12;12;12;12;12;12;12;12;12;12
"315480 RIO ACIMA";6;6;6;6;6;6;6;6;6;6;6;6
"315490 RIO CASCA";48;48;48;48;48;48;48;48;44;44;44;44
"315520 RIO ESPERA";18;18;18;18;18;18;18;18;18;18;18;18
"315550 RIO PARANAIBA";25;25;25;25;25;25;25;25;25;25;25;25
"315560 RIO PARDO DE MINAS";40;40;40;40;40;40;40;40;40;40;40;40
"315570 RIO PIRACICABA";32;32;32;32;32;32;32;32;32;32;32;32
"315580 RIO POMBA";46;60;60;60;60;60;60;60;60;60;43;43
"315590 RIO PRETO";17;17;17;17;17;17;17;17;17;17;17;17
"315600 RIO VERMELHO";32;32;32;32;32;32;32;32;32;32;32;32
"315640 ROMARIA";5;5;5;5;5;5;5;5;5;5;5;5
"315660 RUBIM";38;38;38;38;38;38;38;38;38;38;38;38
"315670 SABARA";111;111;111;111;111;111;111;111;98;103;103;103
"315680 SABINOPOLIS";42;42;42;42;42;42;42;42;42;42;50;50
"315690 SACRAMENTO";50;50;50;50;50;50;50;50;50;50;50;50
"315700 SALINAS";107;107;107;107;107;107;107;107;107;107;107;107
"315710 SALTO DA DIVISA";15;15;15;15;15;15;15;15;15;15;15;15
"315720 SANTA BARBARA";50;50;50;50;50;50;50;50;50;50;50;50
"315770 SANTA JULIANA";41;41;41;41;41;41;26;26;26;26;26;26
"315780 SANTA LUZIA";161;178;178;178;178;178;178;178;178;188;188;195
"315790 SANTA MARGARIDA";31;31;31;31;31;31;31;31;31;31;31;31
"315800 SANTA MARIA DE ITABIRA";13;13;13;13;13;13;13;13;13;13;13;13
"315820 SANTA MARIA DO SUACUI";41;41;41;41;41;41;41;41;41;41;41;41
"315920 SANTA RITA DE CALDAS";43;43;43;43;43;43;43;43;43;43;43;43
"315930 SANTA RITA DE JACUTINGA";19;19;19;19;19;19;19;19;19;19;19;19
"315960 SANTA RITA DO SAPUCAI";54;54;54;54;54;54;54;54;54;54;54;54
"315970 SANTA ROSA DA SERRA";2;2;2;2;2;2;2;2;3;3;3;3
"315980 SANTA VITORIA";39;39;39;39;39;39;39;39;39;39;39;39
"315990 SANTO ANTONIO DO AMPARO";48;48;48;48;48;48;50;50;50;50;50;50
"316030 SANTO ANTONIO DO JACINTO";8;8;8;8;8;8;8;8;8;8;8;8
"316040 SANTO ANTONIO DO MONTE";54;54;54;58;58;58;58;58;72;72;72;72
"316070 SANTOS DUMONT";66;66;66;66;66;66;66;66;50;50;50;50
"316100 SAO DOMINGOS DO PRATA";40;40;40;40;40;40;40;40;49;49;49;49
"316110 SAO FRANCISCO";59;59;59;59;59;59;59;59;59;59;59;59
"316200 SAO GONCALO DO SAPUCAI";47;47;47;47;47;47;47;47;47;47;47;47
"316210 SAO GOTARDO";53;53;53;53;53;53;53;53;53;53;53;53
"316220 SAO JOAO BATISTA DO GLORIA";23;23;23;23;23;23;23;23;23;23;23;23
"316240 SAO JOAO DA PONTE";31;31;31;31;31;31;31;31;31;31;31;31
"316245 SAO JOAO DAS MISSOES";-;-;-;-;1;1;1;1;1;1;1;1
"316250 SAO JOAO DEL REI";233;233;233;233;233;233;233;233;233;233;233;233
"316257 SAO JOAO DO MANTENINHA";12;12;12;12;12;12;12;12;12;12;12;12
"316270 SAO JOAO DO PARAISO";48;48;48;48;48;48;48;48;48;48;48;48
"316280 SAO JOAO EVANGELISTA";49;49;49;49;49;49;49;49;49;49;49;49
"316290 SAO JOAO NEPOMUCENO";44;44;44;44;44;44;44;44;44;44;44;41
"316292 SAO JOAQUIM DE BICAS";24;24;24;24;24;24;24;24;24;24;24;24
"316370 SAO LOURENCO";122;122;122;122;122;122;122;122;126;126;124;124
"316390 SAO PEDRO DA UNIAO";8;8;8;8;8;8;8;8;8;8;8;8
"316420 SAO ROMAO";18;18;18;18;18;18;18;18;18;18;18;18
"316430 SAO ROQUE DE MINAS";12;12;12;12;12;12;12;12;12;12;12;12
"316470 SAO SEBASTIAO DO PARAISO";367;367;367;367;367;367;367;367;367;367;367;367
"316500 SAO TIAGO";45;45;45;45;45;45;45;45;45;45;45;45
"316510 SAO TOMAS DE AQUINO";1;1;1;1;1;1;1;1;1;1;1;1
"316530 SAO VICENTE DE MINAS";30;30;30;30;30;30;30;30;30;30;30;30
"316570 SENADOR FIRMINO";8;8;8;8;8;8;8;8;8;8;8;8
"316680 SERRA DO SALITRE";37;37;37;37;37;37;37;37;37;37;37;37
"316690 SERRANIA";14;14;14;14;14;14;14;14;14;14;14;14
"316710 SERRO";69;69;69;69;69;69;69;69;68;68;68;68
"316720 SETE LAGOAS";343;343;343;346;346;346;326;326;326;326;326;326
"316800 TAIOBEIRAS";98;98;98;100;100;103;103;102;102;102;102;102
"316840 TARUMIRIM";52;52;52;52;52;52;52;52;52;52;52;52
"316850 TEIXEIRAS";-;-;-;-;-;1;1;1;1;1;1;1
"316860 TEOFILO OTONI";334;344;359;359;361;370;370;374;374;374;374;374
"316870 TIMOTEO";43;47;47;47;47;47;47;47;47;47;47;47
"316890 TIROS";14;14;14;14;14;14;14;14;14;14;14;14
"316920 TOMBOS";37;37;37;37;37;37;37;37;37;37;37;37
"316930 TRES CORACOES";167;167;167;174;174;170;168;159;159;159;158;158
"316935 TRES MARIAS";35;35;35;35;35;35;35;35;35;35;35;35
"316940 TRES PONTAS";116;116;116;116;116;116;116;116;116;116;116;116
"316960 TUPACIGUARA";22;22;22;22;22;22;22;26;26;26;26;26
"316970 TURMALINA";46;46;46;46;46;46;46;46;46;46;46;46
"316990 UBA";310;310;310;310;310;310;310;310;310;310;301;301
"317005 UBAPORANGA";2;2;2;2;2;2;2;2;2;2;2;2
"317010 UBERABA";881;881;881;881;896;896;873;873;873;873;873;873
"317020 UBERLANDIA";1486;1486;1492;1492;1492;1492;1493;1487;1489;1489;1489;1489
"317040 UNAI";136;136;136;136;136;136;143;143;143;143;143;143
"317043 UNIAO DE MINAS";34;34;34;34;34;34;34;34;34;34;34;34
"317052 URUCUIA";31;31;31;31;31;31;31;31;31;31;31;31
"317070 VARGINHA";305;305;305;305;305;305;305;305;305;305;305;310
"317080 VARZEA DA PALMA";53;53;53;53;53;46;46;46;46;46;46;46
"317090 VARZELANDIA";23;23;23;23;23;23;23;23;23;23;23;23
"317100 VAZANTE";50;50;50;50;50;50;50;50;50;52;52;52
"317120 VESPASIANO";59;59;59;59;59;59;59;59;59;59;59;59
"317130 VICOSA";213;213;213;213;213;213;201;197;197;197;197;197
"317160 VIRGEM DA LAPA";39;39;39;39;39;39;39;39;39;39;39;39
"317170 VIRGINIA";37;37;37;37;37;37;37;37;37;37;37;37
"317180 VIRGINOPOLIS";48;48;48;48;48;48;48;48;48;48;48;48
"317200 VISCONDE DO RIO BRANCO";90;90;90;90;90;90;90;90;90;90;90;90
"320010 AFONSO CLAUDIO";63;63;63;63;63;63;63;63;63;63;63;63
"320016 AGUA DOCE DO NORTE";-;-;-;-;-;-;-;-;-;-;34;34
"320020 ALEGRE";47;47;47;47;47;47;47;47;47;47;47;47
"320040 ANCHIETA";179;179;179;179;179;179;179;179;179;177;177;177
"320050 APIACA";-;-;-;10;10;10;10;10;10;10;10;10
"320060 ARACRUZ";123;123;123;123;123;123;129;129;129;129;145;145
"320070 ATILIO VIVACQUA";11;11;11;11;11;11;11;11;11;11;11;11
"320080 BAIXO GUANDU";52;52;52;52;52;52;52;52;52;52;52;52
"320090 BARRA DE SAO FRANCISCO";86;86;86;86;86;116;116;116;116;116;116;116
"320100 BOA ESPERANCA";38;38;38;38;38;38;38;38;38;38;38;38
"320115 BREJETUBA";4;4;4;4;4;4;-;-;-;-;-;-
"320120 CACHOEIRO DE ITAPEMIRIM";619;619;619;619;619;619;624;619;619;629;629;629
"320130 CARIACICA";379;379;379;379;379;379;379;379;379;379;379;379
"320140 CASTELO";55;55;55;55;55;55;55;55;55;55;55;55
"320150 COLATINA";420;420;420;420;429;448;448;448;448;448;448;444
"320160 CONCEICAO DA BARRA";29;29;29;29;29;29;29;29;29;29;29;29
"320170 CONCEICAO DO CASTELO";23;23;23;23;23;23;23;23;23;23;23;23
"320190 DOMINGOS MARTINS";102;102;102;102;102;102;102;102;102;102;102;102
"320210 ECOPORANGA";56;56;56;56;56;56;56;56;56;56;56;56
"320220 FUNDAO";72;72;72;72;72;61;61;61;61;61;61;61
"320230 GUACUI";70;70;70;70;70;70;70;70;70;70;70;70
"320240 GUARAPARI";197;197;197;197;197;197;197;197;197;197;197;249
"320245 IBATIBA";14;14;14;14;14;14;14;27;27;27;27;29
"320250 IBIRACU";1;1;1;1;1;1;1;1;1;1;1;1
"320270 ITAGUACU";12;12;12;12;12;12;12;12;12;12;12;12
"320280 ITAPEMIRIM";90;90;90;90;90;90;90;90;90;90;90;90
"320290 ITARANA";38;38;38;38;38;38;38;38;38;38;38;38
"320300 IUNA";65;65;65;65;65;65;65;65;65;65;65;65
"320305 JAGUARE";22;22;22;22;22;22;22;22;22;22;22;22
"320310 JERONIMO MONTEIRO";50;50;50;50;50;50;50;50;50;50;50;50
"320313 JOAO NEIVA";51;51;51;51;51;51;51;51;51;51;51;51
"320316 LARANJA DA TERRA";26;26;26;26;26;26;26;26;26;26;26;26
"320320 LINHARES";402;402;402;402;402;402;404;404;404;404;404;404
"320332 MARATAIZES";80;80;80;80;80;80;80;80;80;80;80;80
"320340 MIMOSO DO SUL";39;39;39;39;60;53;53;53;53;53;53;53
"320350 MONTANHA";35;35;35;35;35;35;35;35;35;35;35;35
"320360 MUCURICI";19;19;19;19;19;19;19;19;19;19;19;19
"320370 MUNIZ FREIRE";22;22;22;22;22;22;22;22;22;22;22;22
"320380 MUQUI";21;21;21;21;21;21;21;21;21;21;21;21
"320390 NOVA VENECIA";64;64;64;64;64;75;75;75;75;75;75;75
"320400 PANCAS";20;20;20;20;20;20;20;20;20;20;20;20
"320405 PEDRO CANARIO";36;36;36;36;36;36;36;36;36;30;30;30
"320410 PINHEIROS";32;32;32;32;32;32;32;32;32;32;32;32
"320420 PIUMA";42;42;42;42;42;42;42;42;55;55;55;55
"320425 PONTO BELO";8;8;8;8;8;8;8;8;8;8;8;8
"320435 RIO BANANAL";26;26;26;26;26;26;26;26;26;26;26;26
"320450 SANTA LEOPOLDINA";25;25;25;25;25;25;25;25;25;25;25;25
"320455 SANTA MARIA DE JETIBA";58;58;58;58;58;68;68;68;68;68;68;68
"320460 SANTA TERESA";106;106;106;106;106;106;106;106;106;106;106;106
"320470 SAO GABRIEL DA PALHA";170;170;170;170;170;170;170;170;170;170;170;170
"320480 SAO JOSE DO CALCADO";98;98;98;98;98;98;98;98;98;98;98;98
"320490 SAO MATEUS";329;329;332;332;326;326;326;326;326;326;326;326
"320500 SERRA";983;983;983;1056;1056;1056;1056;1056;1056;1056;1056;1056
"320501 SOORETAMA";6;6;6;6;-;-;-;-;-;-;-;-
"320503 VARGEM ALTA";30;30;30;30;30;30;30;30;30;30;30;30
"320506 VENDA NOVA DO IMIGRANTE";84;84;84;84;84;84;84;84;84;84;91;91
"320520 VILA VELHA";1131;1131;1131;1131;1131;1131;1131;1131;1132;1132;1132;1132
"320530 VITORIA";1837;1837;1835;1835;1835;1801;1802;1801;1823;1823;1823;1823
"330010 ANGRA DOS REIS";231;231;231;231;231;231;231;231;231;231;231;231
"330015 APERIBE";35;35;35;35;35;35;35;35;35;35;35;35
"330020 ARARUAMA";166;166;166;166;166;166;166;178;178;178;178;178
"330022 AREAL";21;21;21;21;21;21;21;21;21;21;21;21
"330023 ARMACAO DOS BUZIOS";69;69;69;69;69;69;69;69;69;69;69;69
"330025 ARRAIAL DO CABO";76;76;76;76;76;76;76;76;77;77;77;77
"330030 BARRA DO PIRAI";286;286;286;286;286;286;286;286;286;286;286;286
"330040 BARRA MANSA";394;394;400;394;393;393;393;393;393;393;393;393
"330045 BELFORD ROXO";400;400;400;385;385;385;385;385;417;417;417;417
"330050 BOM JARDIM";65;65;65;65;65;65;65;65;65;65;65;65
"330060 BOM JESUS DO ITABAPOANA";170;170;185;185;185;185;188;188;188;188;188;188
"330070 CABO FRIO";436;436;436;436;436;436;436;436;375;375;375;375
"330080 CACHOEIRAS DE MACACU";78;81;81;81;81;81;81;81;81;81;81;81
